date,reason,duration,affiliation,status
6/22/2020,Research,0.5,Social Work,Faculty
6/22/2020,Class Assignment,0.5,Nursing,Student
6/22/2020,Research,0.5,Pharmacy,Student
6/22/2020,Class Assignment,0.5,Nursing,Student
6/19/2020,Other,1.75,Medicine,Faculty
6/17/2020,Class Assignment,0.25,Social Work,Student
6/17/2020,Class Assignment,0.5,Social Work,Student
6/17/2020,Class Assignment,0.5,Nursing,Student
6/16/2020,Class Assignment,1,Nursing,Student
6/15/2020,Class Assignment,0.25,Nursing,Student
6/15/2020,Research,0.5,Medicine,Student
6/15/2020,Research,7,UMB,Student
6/15/2020,Research,4,Other,Student
6/15/2020,Research,5,UMB,Student
6/15/2020,Research,7,UMB,Student
6/15/2020,Research,8,UMB,Student
6/15/2020,Research,7,UMB,Student
6/12/2020,Research,0.5,Dental,Faculty
6/12/2020,Other,0.5,Medicine,Faculty
6/12/2020,Research,0.25,Medicine,Student
6/11/2020,Other,0.25,Medicine,Staff
6/10/2020,Research,0.5,Pharmacy,Student
6/10/2020,Class Assignment,1,Social Work,Student
6/9/2020,Class Assignment,1.25,Nursing,Student
6/9/2020,Class Assignment,0.75,Nursing,Student
6/9/2020,Class Assignment,0.5,Pharmacy,Student
6/8/2020,Class Assignment,1,Social Work,Student
6/8/2020,Class Assignment,0.5,Nursing,Student
6/8/2020,Class Assignment,0.5,Nursing,Student
6/8/2020,Class Assignment,0.25,Nursing,Student
6/8/2020,Class Assignment,0.75,Social Work,Student
6/5/2020,Research,1,Pharmacy,Student
6/5/2020,Class Assignment,2,Nursing,Student
6/5/2020,Research,0.5,Pharmacy,Staff
6/4/2020,Class Assignment,1,Social Work,Student
6/4/2020,Class Assignment,1,Social Work,Student
6/3/2020,Grant-Related,0.75,Pharmacy,Faculty
6/3/2020,Class Assignment,1,Social Work,Student
6/3/2020,Class Assignment,1,Nursing,Student
6/2/2020,Class Assignment,1,Social Work,Student
6/1/2020,Class Assignment,2,Nursing,Student
5/29/2020,Other,0.5,Medicine,Staff
5/28/2020,Class Assignment,1,Social Work,Student
5/27/2020,Class Assignment,0.75,Social Work,Student
5/22/2020,Other,0.5,Pharmacy,Faculty
5/22/2020,Class Assignment,1,Social Work,Student
5/21/2020,Other,0.5,Other,Staff
5/21/2020,Other,1,Medicine,Staff
5/21/2020,Other,1,Dental,Faculty
5/21/2020,Class Planning with Faculty,0.5,Pharmacy,Faculty
5/21/2020,Class Assignment,0.75,Social Work,Student
5/20/2020,Class Assignment,0.5,Nursing,Student
5/19/2020,Other,0.5,UMMC,Staff
5/19/2020,Research,1,Medicine,Faculty
5/19/2020,Research,0.5,Pharmacy,Staff
5/15/2020,Other,0.5,Social Work,Student
5/13/2020,Class Assignment,0.75,Nursing,Student
5/11/2020,Other,1,Other,Faculty
5/8/2020,Other,0.5,UMMC,Staff
5/7/2020,Research,0.25,Social Work,Student
5/6/2020,Other,0.25,UMMC,Staff
5/6/2020,Research,15,Medicine,Staff
5/6/2020,Research,0.75,Pharmacy,Staff
5/6/2020,Class Assignment,1,Medicine,Student
5/5/2020,Class Assignment,2,Medicine,Student
5/4/2020,Other,0.5,Pharmacy,Faculty
5/4/2020,Research,0.75,Other,Student
5/1/2020,Other,1,Other,Faculty
5/1/2020,Other,0.25,Medicine,Faculty
5/1/2020,Other,0.25,Nursing,Faculty
4/30/2020,Other,1.5,UMB,Staff
4/29/2020,Research,0.5,Social Work,Student
4/29/2020,Class Assignment,1,Nursing,Student
4/29/2020,Research,0.5,Medicine,Staff
4/28/2020,Other,0.5,Medicine,Faculty
4/28/2020,Class Assignment,1,Dental,Student
4/28/2020,Class Assignment,1,Dental,Student
4/28/2020,Class Assignment,1,Dental,Student
4/27/2020,Research,0.5,Medicine,Faculty
4/27/2020,Class Assignment,1.5,Dental,Student
4/27/2020,Class Assignment,0.75,Nursing,Student
4/23/2020,Other,0.5,Medicine,Student
4/22/2020,Research,0.5,Pharmacy,Student
4/21/2020,Other,0.25,UMMC,Staff
4/21/2020,Research,0.25,Medicine,Faculty
4/21/2020,Research,1,Social Work,Faculty
4/20/2020,Research,0.5,Nursing,Student
4/20/2020,Class Assignment,0.5,Social Work,Student
4/19/2020,Class Assignment,4,Medicine,Student
4/18/2020,Class Assignment,3.5,Medicine,Student
4/17/2020,Class Assignment,0.25,Nursing,Student
4/16/2020,Class Assignment,4,Medicine,Student
4/15/2020,Other,0.25,Nursing,Faculty
4/15/2020,Research,15,Medicine,Faculty
4/15/2020,Class Assignment,3.5,Medicine,Student
4/15/2020,Class Assignment,4,Medicine,Student
4/15/2020,Class Assignment,0.5,Nursing,Student
4/15/2020,Class Assignment,0.75,Nursing,Student
4/14/2020,Class Assignment,0.25,Nursing,Student
4/14/2020,Class Planning with Faculty,0.75,Medicine,Faculty
4/14/2020,Class Assignment,0.5,Medicine,Student
4/13/2020,Class Assignment,0.5,Nursing,Student
4/10/2020,Research,0.75,Social Work,Faculty
4/10/2020,Research,0.75,Social Work,Faculty
4/9/2020,Other,1,UMB,Staff
4/9/2020,Other,0.25,Nursing,Faculty
4/8/2020,Research,0.5,Medicine,Student
4/7/2020,Class Planning with Faculty,0.5,Medicine,Faculty
4/7/2020,Class Assignment,0.5,Nursing,Student
4/7/2020,Class Assignment,0.5,Nursing,Student
4/6/2020,Class Assignment,1.15,Social Work,Student
4/6/2020,Research,0.5,Medicine,Faculty
4/3/2020,Class Assignment,1,Nursing,Student
4/3/2020,Class Assignment,0.5,Nursing,Student
4/2/2020,Other,0.25,Medicine,Faculty
4/2/2020,Research,0.75,Pharmacy,Faculty
4/2/2020,Class Assignment,0.45,Nursing,Student
4/1/2020,Other,0.5,Medicine,Faculty
3/31/2020,Other,0.5,Medicine,Faculty
3/31/2020,Class Assignment,0.25,Nursing,Student
3/31/2020,Class Assignment,1,Nursing,Student
3/30/2020,Other,0.5,Other,Faculty
3/30/2020,Other,0.5,Other,Faculty
3/30/2020,Other,0.5,Other,Staff
3/30/2020,Other,0.5,Medicine,Faculty
3/30/2020,Class Assignment,0.5,Nursing,Student
3/27/2020,Class Assignment,0.5,Nursing,Student
3/27/2020,Research,0.75,Pharmacy,Student
3/23/2020,Class Assignment,1,Dental,Student
3/20/2020,Class Assignment,0.5,Nursing,Student
3/18/2020,Class Assignment,1.25,Graduate School,Student
3/18/2020,Class Assignment,0.75,Nursing,Student
3/18/2020,Class Assignment,0.5,Nursing,Student
3/17/2020,Class Assignment,0.75,Nursing,Student
3/17/2020,Class Assignment,0.25,Nursing,Student
3/17/2020,Research,1,Pharmacy,Student
3/17/2020,Class Assignment,0.5,Nursing,Student
3/17/2020,Class Assignment,0.5,Nursing,Faculty
3/16/2020,Research,15,Medicine,Faculty
3/16/2020,Class Assignment,0.5,Nursing,Student
3/13/2020,Class Assignment,0.75,Nursing,Student
3/13/2020,Class Assignment,0.5,Pharmacy,Student
3/12/2020,Other,0.5,Other,Faculty
3/12/2020,Class Assignment,0.25,Nursing,Student
3/11/2020,Research,1,Medicine,Student
3/10/2020,Class Assignment,0.75,Nursing,Student
3/10/2020,Class Assignment,0.5,Nursing,Faculty
3/9/2020,Class Assignment,0.5,Nursing,Student
3/9/2020,Class Assignment,0.5,Nursing,Student
3/9/2020,Class Assignment,1,Nursing,Student
3/6/2020,Research,0.25,Social Work,Faculty
3/6/2020,Research,1,Social Work,Student
3/6/2020,Class Assignment,1,Nursing,Student
3/6/2020,Class Assignment,0.25,Nursing,Student
3/6/2020,Class Assignment,0.5,Nursing,Student
3/6/2020,Class Assignment,0.5,Nursing,Student
3/6/2020,Class Assignment,0.5,Nursing,Student
3/6/2020,Class Assignment,0.5,Nursing,Student
3/5/2020,Class Assignment,0.75,Nursing,Student
3/5/2020,Class Assignment,0.75,Nursing,Student
3/4/2020,Class Assignment,0.5,Nursing,Student
3/4/2020,Class Assignment,0.5,Nursing,Student
3/3/2020,Class Assignment,1,Nursing,Student
3/3/2020,Class Assignment,0.5,Nursing,Student
3/3/2020,Class Assignment,0.5,Nursing,Student
3/2/2020,Other,0.25,Pharmacy,Staff
3/2/2020,Class Assignment,0.5,Nursing,Student
3/2/2020,Class Assignment,1,Nursing,Student
2/28/2020,Other,0.5,Pharmacy,Staff
2/27/2020,Research,0.5,Medicine,Staff
2/27/2020,Other,0.5,Pharmacy,Staff
2/26/2020,Other,1,Medicine,Staff
2/26/2020,Research,0.5,Medicine,Staff
2/26/2020,Class Assignment,1,Nursing,Student
2/26/2020,Class Assignment,0.25,Nursing,Student
2/25/2020,Class Assignment,0.5,Social Work,Student
2/25/2020,Class Assignment,0.5,Social Work,Student
2/25/2020,Class Assignment,0.5,Nursing,Student
2/25/2020,Class Assignment,0.75,Nursing,Student
2/24/2020,Class Assignment,0.5,Nursing,Student
2/21/2020,Class Assignment,0.75,Nursing,Student
2/21/2020,Class Assignment,0.5,Nursing,Student
2/20/2020,Class Assignment,0.5,Nursing,Student
2/19/2020,Research,1,Medicine,Staff
2/19/2020,Class Assignment,1,Nursing,Student
2/19/2020,Research,0.5,Dental,Faculty
2/19/2020,Class Assignment,0.5,Nursing,Student
2/18/2020,Class Assignment,0.5,Nursing,Student
2/18/2020,Class Assignment,0.5,Social Work,Student
2/17/2020,Research,0.5,UMMC,Staff
2/14/2020,Other,1,Other,Faculty
2/14/2020,Research,0.5,Medicine,Student
2/14/2020,Class Assignment,1,Social Work,Student
2/14/2020,Class Assignment,1.25,Nursing,Student
2/14/2020,Research,0.33,Medicine,Student
2/14/2020,Class Assignment,0.5,Nursing,Student
2/13/2020,Research,1,Medicine,Student
2/13/2020,Research,0.5,Medicine,Staff
2/13/2020,Class Assignment,0.75,Nursing,Student
2/12/2020,Class Assignment,0.5,Nursing,Student
2/12/2020,Research,0.5,UMMC,Staff
2/12/2020,Class Assignment,0.75,Social Work,Student
2/11/2020,Class Assignment,0.5,Social Work,Student
2/10/2020,Research,0.5,Nursing,Student
2/10/2020,Research,0.5,Nursing,Staff
2/10/2020,Other,0.5,Other,Staff
2/10/2020,Class Planning with Faculty,0.75,Nursing,Faculty
2/5/2020,Research,0.5,Nursing,Student
2/5/2020,Class Assignment,0.25,Social Work,Student
2/4/2020,Research,0.5,Medicine,Student
2/3/2020,Research,1,Medicine,Student
2/3/2020,Research,0.25,Nursing,Student
2/3/2020,Class Assignment,1,Nursing,Student
2/3/2020,Class Assignment,0.5,Nursing,Student
1/31/2020,Research,1,Medicine,Student
1/31/2020,Research,1,Nursing,Faculty
1/31/2020,Class Assignment,0.5,Nursing,Student
1/30/2020,Class Assignment,0.75,Nursing,Student
1/30/2020,Research,0.5,Medicine,Staff
1/30/2020,Research,0.5,Social Work,Student
1/30/2020,Class Assignment,0.5,Nursing,Student
1/30/2020,Class Assignment,0.25,Nursing,Student
1/29/2020,Other,0.75,UMB,Faculty
1/29/2020,Class Assignment,1,Nursing,Student
1/28/2020,Research,0.75,Social Work,Staff
1/27/2020,Research,1,Dental,Staff
1/27/2020,Other,0.5,Medicine,Student
1/27/2020,Research,1,Nursing,Faculty
1/27/2020,Other,1,Pharmacy,Faculty
1/27/2020,Class Assignment,0.5,Nursing,Student
1/27/2020,Class Assignment,0.5,Social Work,Student
1/24/2020,Research,1,Medicine,Student
1/24/2020,Research,0.5,Medicine,Faculty
1/23/2020,Class Assignment,1,Social Work,Student
1/22/2020,Class Assignment,0.5,Nursing,Student
1/21/2020,Research,0.75,Social Work,Student
1/17/2020,Other,0.5,UMB,Staff
1/15/2020,Research,0.25,Nursing,Faculty
1/15/2020,Class Assignment,0.75,Nursing,Student
1/14/2020,Class Assignment,0.5,Nursing,Student
1/10/2020,Class Assignment,0.5,Nursing,Student
1/10/2020,Class Assignment,1,Nursing,Student
1/10/2020,Class Assignment,0.5,Nursing,Student
1/10/2020,Research,0.5,Medicine,Student
1/10/2020,Research,1,Pharmacy,Faculty
1/9/2020,Research,0.5,Pharmacy,Faculty
1/9/2020,Class Assignment,0.25,Social Work,Student
1/9/2020,Class Assignment,0.5,Nursing,Student
1/9/2020,Class Assignment,0.25,Nursing,Student
1/9/2020,Research,1,Pharmacy,Student
1/8/2020,Other,1,UMB,Staff
1/8/2020,Research,1,Pharmacy,Faculty
1/7/2020,Other,1,UMB,Staff
1/6/2020,Research,1,UMMC,Staff
12/20/2019,Research,1,Medicine,Faculty
12/19/2019,Class Planning with Faculty,1,Pharmacy,Staff
12/19/2019,Research,0.5,Nursing,Staff
12/19/2019,Class Assignment,0.75,Nursing,Student
12/19/2019,Research,0.75,Medicine,Faculty
12/18/2019,Research,2,Nursing,Faculty
12/18/2019,Class Assignment,0.5,Nursing,Student
12/17/2019,Class Assignment,0.75,Nursing,Student
12/17/2019,Class Assignment,0.5,Nursing,Student
12/16/2019,Research,1,Dental,Faculty
12/16/2019,Other,0.25,UMB,Staff
12/16/2019,Research,0.75,Medicine,Staff
12/13/2019,Other,0.5,Medicine,Student
12/13/2019,Class Assignment,0.75,Nursing,Student
12/12/2019,Other,0.25,Medicine,Student
12/12/2019,Other,0.5,Medicine,Student
12/12/2019,Class Planning with Faculty,1,Pharmacy,Staff
12/11/2019,Other,0.5,Medicine,Staff
12/10/2019,Other,0.5,UMB,Staff
12/10/2019,Other,0.5,Medicine,Student
12/10/2019,Research,2,Dental,Faculty
12/10/2019,Research,1,Nursing,Student
12/9/2019,Other,0.5,Medicine,Student
12/9/2019,Research,0.5,Medicine,Faculty
12/6/2019,Research,0.5,Social Work,Student
12/5/2019,Research,0.5,Nursing,Student
12/4/2019,Other,0.5,Medicine,Student
12/4/2019,Other,1,Social Work,Student
12/4/2019,Research,1,UMB,Staff
12/4/2019,Research,0.5,Pharmacy,Faculty
12/2/2019,Research,0.5,Pharmacy,Student
11/26/2019,Class Assignment,0.5,Nursing,Student
11/26/2019,Class Assignment,1,Social Work,Student
11/26/2019,Other,0.5,Medicine,Staff
11/25/2019,Class Assignment,0.5,Pharmacy,Student
11/25/2019,Class Assignment,0.75,Nursing,Student
11/22/2019,Class Assignment,0.5,Nursing,Student
11/22/2019,Class Assignment,0.75,Nursing,Student
11/21/2019,Other,1,Medicine,Student
11/21/2019,Class Assignment,0.5,Nursing,Student
11/21/2019,Class Assignment,0.5,Nursing,Student
11/19/2019,Class Assignment,0.5,Nursing,Student
11/19/2019,Class Assignment,0.5,Pharmacy,Student
11/19/2019,Research,1,Medicine,Student
11/18/2019,Research,1,Medicine,Faculty
11/18/2019,Research,0.75,Nursing,Student
11/18/2019,Class Assignment,0.5,Nursing,Student
11/18/2019,Research,1,Nursing,Student
11/15/2019,Class Assignment,1,Pharmacy,Student
11/14/2019,Research,0.5,Nursing,Student
11/14/2019,Class Assignment,0.75,Nursing,Student
11/12/2019,Research,0.5,Medicine,Staff
11/12/2019,Research,0.5,Social Work,Student
11/12/2019,Class Assignment,1,Nursing,Student
11/12/2019,Research,0.5,Nursing,Student
11/12/2019,Research,0.25,Nursing,Student
11/12/2019,Class Assignment,1,Nursing,Student
11/11/2019,Research,1,Dental,Faculty
11/11/2019,Class Assignment,1,Nursing,Student
11/11/2019,Class Assignment,0.5,Nursing,Student
11/8/2019,Class Assignment,0.75,Nursing,Student
11/8/2019,Research,1,Social Work,Student
11/7/2019,Class Assignment,0.5,Nursing,Student
11/7/2019,Research,0.5,Medicine,Student
11/6/2019,Class Assignment,0.5,Nursing,Student
11/6/2019,Research,0.75,Nursing,Student
11/4/2019,Class Assignment,0.5,Social Work,Student
11/4/2019,Class Assignment,0.5,Social Work,Student
11/1/2019,Research,0.5,UMMC,Staff
10/31/2019,Class Assignment,0.75,Pharmacy,Student
10/31/2019,Class Assignment,0.5,Nursing,Student
10/31/2019,Grant-Related,0.5,Nursing,Staff
10/30/2019,Class Assignment,0.5,Nursing,Student
10/30/2019,Research,0.25,Pharmacy,Staff
10/30/2019,Class Assignment,0.75,Nursing,Student
10/30/2019,Class Assignment,1,Graduate School,Student
10/30/2019,Research,0.5,Pharmacy,Student
10/29/2019,Research,1,Medicine,Faculty
10/29/2019,Class Assignment,0.5,Nursing,Student
10/29/2019,Research,1,UMB,Faculty
10/29/2019,Research,0.75,Social Work,Student
10/29/2019,Class Assignment,0.5,Nursing,Student
10/29/2019,Grant-Related,0.5,Dental,Student
10/29/2019,Class Assignment,0.5,Nursing,Student
10/29/2019,Class Assignment,0.5,Nursing,Student
10/28/2019,Research,0.5,Medicine,Faculty
10/28/2019,Class Assignment,0.25,Nursing,Student
10/28/2019,Class Assignment,0.5,Nursing,Student
10/25/2019,Research,1,Medicine,Faculty
10/25/2019,Class Assignment,0.5,Nursing,Student
10/24/2019,Research,0.5,Medicine,Faculty
10/24/2019,Research,0.5,Medicine,Staff
10/24/2019,Research,0.75,Social Work,Student
10/24/2019,Class Assignment,0.25,Nursing,Student
10/24/2019,Class Assignment,0.5,Nursing,Student
10/24/2019,Class Assignment,0.75,Nursing,Student
10/23/2019,Research,0.25,Pharmacy,Student
10/22/2019,Research,0.5,Medicine,Faculty
10/22/2019,Research,0.5,Medicine,Staff
10/22/2019,Class Assignment,1.5,Nursing,Student
10/22/2019,Class Assignment,0.75,Nursing,Student
10/22/2019,Class Assignment,0.75,Nursing,Student
10/21/2019,Class Assignment,0.5,Social Work,Student
10/18/2019,Research,0.5,Medicine,Faculty
10/18/2019,Research,1,Medicine,Faculty
10/18/2019,Class Assignment,0.5,Nursing,Student
10/17/2019,Research,1,Medicine,Staff
10/17/2019,Class Assignment,0.6,Nursing,Student
10/16/2019,Class Assignment,0.25,Nursing,Student
10/16/2019,Class Assignment,0.75,Social Work,Student
10/15/2019,Research,1,Social Work,Student
10/15/2019,Class Assignment,0.5,Nursing,Student
10/15/2019,Class Assignment,0.5,Nursing,Student
10/15/2019,Research,0.5,Pharmacy,Student
10/14/2019,Class Assignment,0.5,Nursing,Student
10/14/2019,Class Assignment,0.75,Nursing,Student
10/14/2019,Research,0.5,Medicine,Student
10/11/2019,Class Assignment,0.5,Nursing,Student
10/11/2019,Class Assignment,1,Social Work,Student
10/11/2019,Class Assignment,0.5,Nursing,Student
10/11/2019,Class Assignment,0.5,Nursing,Student
10/11/2019,Class Assignment,0.5,Nursing,Student
10/10/2019,Research,0.5,UMMC,Staff
10/10/2019,Class Assignment,0.5,Nursing,Student
10/10/2019,Class Assignment,0.75,Nursing,Student
10/10/2019,Class Assignment,0.5,Nursing,Student
10/9/2019,Class Assignment,0.5,Nursing,Student
10/9/2019,Class Assignment,0.5,Nursing,Student
10/9/2019,Class Assignment,0.6,Nursing,Student
10/8/2019,Class Assignment,0.5,Nursing,Student
10/8/2019,Class Assignment,1,Social Work,Student
10/7/2019,Other,1,UMB,Staff
10/7/2019,Class Assignment,0.5,Nursing,Student
10/4/2019,Class Assignment,0.75,Nursing,Student
10/4/2019,Class Assignment,0.2,Nursing,Student
10/4/2019,Class Planning with Faculty,0.5,Social Work,Student
10/4/2019,Class Assignment,1,Nursing,Student
10/4/2019,Class Assignment,0.5,Nursing,Student
10/4/2019,Class Assignment,0.25,Nursing,Student
10/4/2019,Class Assignment,1,Nursing,Student
10/4/2019,Research,1,UMMC,Staff
10/3/2019,Class Assignment,0.3,Nursing,Student
10/3/2019,Class Assignment,0.5,Nursing,Student
10/3/2019,Other,1,Nursing,Student
10/3/2019,Research,0.5,Other,Student
10/2/2019,Class Assignment,0.5,Nursing,Student
10/2/2019,Class Assignment,0.75,Nursing,Student
10/2/2019,Class Assignment,0.5,Nursing,Student
10/2/2019,Class Assignment,0.25,Medicine,Student
10/2/2019,Class Assignment,0.5,Nursing,Student
10/1/2019,Other,1.5,UMB,Staff
10/1/2019,Research,1,Medicine,Faculty
10/1/2019,Research,1,Social Work,Faculty
10/1/2019,Class Assignment,0.4,Nursing,Student
10/1/2019,Class Assignment,0.5,Nursing,Student
10/1/2019,Class Assignment,1,Nursing,Student
9/30/2019,Class Assignment,0.5,Nursing,Student
9/30/2019,Class Assignment,0.5,Nursing,Student
9/30/2019,Class Assignment,0.3,Nursing,Student
9/30/2019,Class Assignment,0.75,Nursing,Student
9/27/2019,Class Assignment,1.25,Nursing,Student
9/27/2019,Class Assignment,0.5,Nursing,Student
9/26/2019,Research,1,Dental,Faculty
9/26/2019,Class Assignment,0.25,Pharmacy,Student
9/26/2019,Other,0.5,Medicine,Faculty
9/25/2019,Research,0.5,Dental,Student
9/25/2019,Class Assignment,1,Social Work,Student
9/25/2019,Class Assignment,0.5,Nursing,Student
9/25/2019,Class Assignment,0.5,Nursing,Student
9/24/2019,Research,0.5,Social Work,Student
9/24/2019,Class Assignment,1,Nursing,Student
9/24/2019,Class Assignment,0.5,Nursing,Student
9/24/2019,Class Assignment,0.75,Nursing,Student
9/23/2019,Research,1,Dental,Student
9/23/2019,Research,1,Medicine,Staff
9/23/2019,Research,0.5,Medicine,Faculty
9/23/2019,Class Assignment,0.5,Nursing,Student
9/23/2019,Class Assignment,0.5,Nursing,Student
9/20/2019,Class Assignment,0.25,Nursing,Student
9/20/2019,Class Assignment,0.5,Medicine,Student
9/20/2019,Class Assignment,0.5,Nursing,Student
9/20/2019,Research,0.25,Nursing,Student
9/20/2019,Research,0.5,UMMC,Staff
9/19/2019,Class Assignment,1,Social Work,Student
9/19/2019,Research,1,Pharmacy,Student
9/19/2019,Class Assignment,0.75,Nursing,Student
9/18/2019,Class Assignment,1,Nursing,Student
9/17/2019,Class Assignment,1,Nursing,Student
9/17/2019,Other,1,Medicine,Staff
9/17/2019,Class Assignment,0.5,Nursing,Student
9/17/2019,Research,0.5,Nursing,Student
9/16/2019,Research,0.5,Nursing,Student
9/16/2019,Research,0.4,Nursing,Student
9/16/2019,Research,0.75,Nursing,Student
9/13/2019,Class Assignment,0.75,Nursing,Student
9/13/2019,Class Assignment,1,Nursing,Student
9/13/2019,Class Assignment,0.5,Nursing,Student
9/12/2019,Class Assignment,0.25,Nursing,Student
9/12/2019,Class Assignment,0.5,Nursing,Student
9/11/2019,Research,0.5,Medicine,Faculty
9/10/2019,Class Assignment,0.25,Social Work,Student
9/10/2019,Class Assignment,0.75,Nursing,Student
9/10/2019,Class Assignment,0.5,Nursing,Student
9/10/2019,Class Assignment,0.5,Nursing,Student
9/10/2019,Research,0.7,UMMC,Staff
9/10/2019,Research,0.5,Nursing,Student
9/10/2019,Research,0.75,Medicine,Student
9/9/2019,Class Assignment,0.5,Social Work,Student
9/9/2019,Class Planning with Faculty,1,Pharmacy,Faculty
9/9/2019,Research,0.75,Social Work,Student
9/9/2019,Class Assignment,0.75,Nursing,Student
9/9/2019,Class Assignment,0.75,Nursing,Student
9/9/2019,Class Assignment,0.5,Nursing,Student
9/9/2019,Class Assignment,1,Nursing,Student
9/9/2019,Class Assignment,0.5,Medicine,Student
9/9/2019,Research,1,Medicine,Student
9/6/2019,Research,0.5,Medicine,Staff
9/6/2019,Class Assignment,0.75,Nursing,Student
9/6/2019,Class Assignment,0.75,Nursing,Student
9/5/2019,Research,1.5,Medicine,Student
9/5/2019,Class Assignment,0.25,Nursing,Student
9/4/2019,Class Assignment,0.5,Nursing,Student
9/3/2019,Research,1,Medicine,Staff
9/3/2019,Research,0.75,Nursing,Student
9/3/2019,Research,0.75,Social Work,Student
8/30/2019,Research,0.5,Medicine,Student
8/30/2019,Research,1.25,Social Work,Student
8/30/2019,Research,0.5,Social Work,Student
8/30/2019,Class Assignment,0.75,Nursing,Student
8/28/2019,Research,1,Medicine,Faculty
8/27/2019,Class Assignment,1,Medicine,Student
8/26/2019,Research,0.75,Pharmacy,Student
8/26/2019,Research,0.5,Medicine,Student
8/23/2019,Research,1,Social Work,Faculty
8/22/2019,Research,0.5,Medicine,Student
8/22/2019,Research,1,Medicine,Other
8/22/2019,Class Assignment,0.5,Nursing,Student
8/21/2019,Research,1.5,Medicine,Faculty
8/21/2019,Research,1,Medicine,Faculty
8/21/2019,Research,1,Nursing,Faculty
8/19/2019,Research,0.75,Pharmacy,Student
8/16/2019,Class Assignment,0.5,Nursing,Student
8/16/2019,Other,1,Medicine,Faculty
8/16/2019,Class Assignment,0.3,Nursing,Student
8/13/2019,Research,1,Medicine,Student
8/12/2019,Research,0.75,Pharmacy,Faculty
8/8/2019,Research,0.5,Graduate School,Student
8/7/2019,Research,0.75,Dental,Faculty
8/6/2019,Research,1,Medicine,Faculty
8/6/2019,Research,0.5,Medicine,Staff
8/6/2019,Research,1,Medicine,Staff
8/6/2019,Research,1,Medicine,Staff
8/6/2019,Class Assignment,0.5,Nursing,Student
8/5/2019,Research,0.5,Dental,Student
8/5/2019,Research,1.25,Pharmacy,Student
8/2/2019,Research,0.5,Graduate School,Student
8/2/2019,Class Assignment,0.75,Nursing,Student
8/1/2019,Research,1,UMMC,Staff
8/1/2019,Research,0.75,UMMC,Staff
8/1/2019,Class Assignment,0.75,Nursing,Student
8/1/2019,Other,0.5,UMMC,Staff
7/31/2019,Class Assignment,0.5,Nursing,Student
7/31/2019,Research,0.5,Nursing,Student
7/30/2019,Research,0.25,Medicine,Faculty
7/30/2019,Research,0.5,UMMC,Staff
7/29/2019,Research,1,Dental,Student
7/29/2019,Class Assignment,1,Medicine,Student
7/29/2019,Research,0.75,Social Work,Faculty
7/26/2019,Research,1,Medicine,Student
7/26/2019,Research,1,Social Work,Staff
7/26/2019,Research,0.5,Pharmacy,Staff
7/24/2019,Other,0.5,Nursing,Student
7/22/2019,Research,1,Dental,Student
7/22/2019,Class Assignment,0.5,Nursing,Student
7/22/2019,Other,0.75,Pharmacy,Staff
7/19/2019,Research,0.75,Pharmacy,Student
7/18/2019,Research,1,Medicine,Faculty
7/18/2019,Class Assignment,0.5,Medicine,Student
7/18/2019,Research,0.5,UMMC,Staff
7/16/2019,Research,1,Medicine,Staff
7/16/2019,Research,0.75,UMMC,Staff
7/15/2019,Class Planning with Faculty,0.5,Nursing,Faculty
7/15/2019,Research,0.25,Medicine,Staff
7/15/2019,Research,1.5,Medicine,Staff
7/15/2019,Research,0.75,Medicine,Staff
7/15/2019,Research,1.5,Other,Staff
7/15/2019,Research,0.75,Nursing,Student
7/15/2019,Research,0.5,UMMC,Staff
7/12/2019,Research,1,Nursing,Faculty
7/11/2019,Research,1,Dental,Student
7/9/2019,Research,0.5,Medicine,Faculty
7/8/2019,Class Planning with Faculty,0.5,Pharmacy,Faculty
7/8/2019,Research,1,Dental,Student
7/8/2019,Other,0.25,Medicine,Staff
7/8/2019,Class Assignment,0.25,Nursing,Student
7/3/2019,Research,0.5,Pharmacy,Student
7/3/2019,Research,0.5,Medicine,Student
7/3/2019,Class Assignment,0.5,Nursing,Student
7/3/2019,Class Assignment,1,Medicine,Student
7/3/2019,Other,1.5,Medicine,Faculty
7/2/2019,Research,0.75,Social Work,Faculty
7/1/2019,Research,1.5,Dental,Student
7/1/2019,Research,1,Medicine,Faculty
6/28/2019,Research,1,Medicine,Faculty
6/28/2019,Class Assignment,0.25,Nursing,Student
6/28/2019,Class Assignment,0.25,Nursing,Student
6/27/2019,Class Assignment,1,Other,Student
6/27/2019,Class Planning with Faculty,0.5,Pharmacy,Faculty
6/27/2019,Research,0.5,Nursing,Student
6/27/2019,Class Assignment,0.5,Nursing,Student
6/27/2019,Class Assignment,0.75,Nursing,Student
6/27/2019,Research,0.5,Nursing,Student
6/26/2019,Research,0.5,Dental,Student
6/26/2019,Class Assignment,0.5,Medicine,Student
6/26/2019,Research,0.75,Pharmacy,Student
6/26/2019,Other,0.25,Pharmacy,Student
6/25/2019,Research,1,Social Work,Faculty
6/20/2019,Other,0.75,Pharmacy,Student
6/19/2019,Research,1,Dental,Student
6/19/2019,Research,0.5,Dental,Student
6/19/2019,Class Assignment,0.5,Nursing,Student
6/17/2019,Research,0.5,Dental,Student
6/17/2019,Research,0.5,Social Work,Student
6/17/2019,Class Assignment,0.5,Nursing,Student
6/17/2019,Class Assignment,0.25,Nursing,Student
